current_activity,precision,smoothness,lifts,time_spent,recommended_activity
Lines,0.39672957070729337,1.0,0,49.134802037207464,Lines_Review
Numbers,0.7202751385152864,1.48,3,59.83484269264884,Numbers
Numbers,0.5082524621348959,1.5,3,42.78618362808282,Numbers_Review
Shapes,0.38888305618333563,1.43,3,30.239921454259992,Shapes_Review
Letters,0.5500763585965569,1.26,3,34.08174232674312,Letters
Words,0.8231273276761111,1.45,5,22.429012885747106,Words_Review
Words,0.31305074823967854,1.74,6,39.107411488998615,Words_Review
Words,0.4463372729717215,1.52,4,51.71516829773837,Words_Review
Words,0.8450452360804328,1.43,4,12.131660464351636,Words
Lines,0.6726124525021111,1.59,6,34.96669174893091,Lines_Review
Words,0.632003973174809,1.29,3,53.233019607020886,Words
Shapes,0.6236923279707611,1.2,0,40.7040655592368,Shapes
Shapes,0.8338112498091985,1.34,4,16.65725020890485,Shapes
Lines,0.941125176161018,1.09,1,31.880156202769598,Shapes
Shapes,0.93261684168972,1.76,7,55.08809960677117,Shapes_Review
Letters,0.6369074303534676,1.82,7,54.75588703532682,Letters_Review
Lines,0.3453233875812692,1.64,7,54.12297202280499,Lines_Review
Numbers,0.6483109061526187,1.31,4,12.391541019705272,Numbers
Letters,0.7481441632585029,1.1,2,13.56283638826293,Letters
Words,0.6458339168243533,1.7,7,27.66257042510321,Words_Review
Letters,0.9601099712160557,1.16,2,43.068530553520716,Numbers
Letters,0.5802490325786847,1.57,4,43.015135985066905,Letters
Shapes,0.3142425735010207,1.91,7,35.73287932867558,Shapes_Review
Lines,0.9636737777271789,1.54,6,20.284363109777757,Lines_Review
MathBasics,0.4772850439455432,1.09,0,42.19521267705653,MathBasics_Review
MathBasics,0.9091539262128796,1.1,1,49.93570958272873,ReadSimple
Shapes,0.709279480952699,1.48,4,56.01485906097039,Shapes
Numbers,0.40651413714218965,1.32,1,26.91337529972492,Numbers_Review
Lines,0.553073576209509,1.24,2,37.5045970229078,Lines
Shapes,0.941291569666401,1.64,5,56.41587664242885,Shapes_Review
Letters,0.9031089321423031,1.84,7,59.62077002447351,Letters_Review
MathBasics,0.8857315975271365,1.09,0,22.921581014590906,ReadSimple
Words,0.8134285115474691,1.56,4,58.91986394002979,Words
MathBasics,0.8279842636198127,1.31,3,12.692910349901307,MathBasics
MathBasics,0.9695754228766655,1.65,5,36.97781102477526,MathBasics_Review
Shapes,0.3895755659491021,1.84,6,14.593544385502234,Shapes_Review
Letters,0.4024597532427166,1.39,3,46.64007723831253,Letters_Review
Words,0.8055281745320944,1.3,2,24.87742256594103,MathBasics
Words,0.36375470603897847,1.47,3,41.814567698962406,Words_Review
Shapes,0.6794687811012976,1.85,7,22.333943226081153,Shapes_Review
Lines,0.4889734261292301,1.38,2,30.074715793064414,Lines_Review
Letters,0.5114316724051369,1.52,4,46.65356480148374,Letters_Review
Letters,0.7677611947183423,1.79,7,49.18958922426986,Letters_Review
MathBasics,0.8766724979689249,1.26,1,11.765567747011954,ReadSimple
MathBasics,0.8096909294388439,1.41,4,28.397037565104224,MathBasics
Letters,0.8725398526177619,1.75,5,53.83253809141003,Letters_Review
Numbers,0.5620556004722059,1.51,3,46.10354691013685,Numbers
Letters,0.39371957142828007,1.64,5,30.631092042431188,Letters_Review
Words,0.31976853863388854,1.68,5,27.77465052206787,Words_Review
Numbers,0.573582444786858,1.72,6,34.04864449430619,Numbers_Review
Words,0.6943889754511292,1.52,6,45.14717204893384,Words_Review
Shapes,0.707570896650795,1.39,2,23.491036006410717,Shapes
Lines,0.7328136427134246,1.22,2,12.92754646219896,Lines
MathBasics,0.9677390495033786,1.48,4,49.43074823362032,MathBasics
Words,0.40026771816027307,1.58,6,46.77528032437688,Words_Review
Numbers,0.34252871429021053,1.55,3,46.783155711959495,Numbers_Review
Numbers,0.5036215871344829,1.12,0,31.0624026647036,Numbers_Review
Letters,0.7664196643139073,1.63,6,51.99011428178086,Letters_Review
Lines,0.9462126719928023,1.43,4,19.223812656681968,Lines
Shapes,0.41239999545971867,1.39,2,11.209588194567763,Shapes_Review
Words,0.7744160267136511,1.43,2,24.93627867943865,Words
Shapes,0.8798550535154837,1.29,1,53.63651252423009,Letters
Words,0.6270160805120873,1.47,4,32.909344336894634,Words
MathBasics,0.7291960392505603,1.57,5,46.39696534868826,MathBasics_Review
Lines,0.8305448831324695,1.26,3,48.275644949555485,Lines
Numbers,0.38931759753853656,1.13,0,47.56875430145229,Numbers_Review
Numbers,0.3091137859738726,1.7,7,12.852736057562716,Numbers_Review
Numbers,0.4874895001049755,1.59,6,55.312729026051834,Numbers_Review
MathBasics,0.5916430776255062,1.0,0,48.83552784775906,MathBasics
Words,0.8801009439144822,1.42,2,13.132660172767725,Words
Lines,0.535225904301152,1.12,1,30.554780130035326,Lines_Review
Shapes,0.7980651376499011,1.3,2,58.16972171067752,Letters
Words,0.3355353579144961,1.42,3,49.38565077638543,Words_Review
Words,0.9672820215381277,1.25,1,17.24825361899085,MathBasics
Words,0.6844245731086946,1.43,2,25.434937168659765,Words
Numbers,0.5376643330190367,1.15,0,11.101758014875209,Numbers_Review
Shapes,0.36041136665954376,1.58,5,38.061139414126245,Shapes_Review
Words,0.45463845718573764,1.22,3,46.140715160424186,Words_Review
MathBasics,0.6732102865696399,1.16,1,14.086267287338913,MathBasics
Lines,0.5914687719399234,1.6,4,57.284907350014116,Lines
Shapes,0.3663425069627238,1.83,7,30.588277079225424,Shapes_Review
MathBasics,0.49759954066832146,1.78,6,35.62513243851659,MathBasics_Review
Shapes,0.9650820362219994,1.17,2,49.31390996920165,Letters
Words,0.41200032033396117,1.76,6,47.92125089345556,Words_Review
Words,0.7485479691484247,1.28,3,53.52892125230034,Words
Lines,0.68092393569494,1.21,3,48.60062381549952,Lines
Lines,0.3640232988854746,1.29,2,55.461010293078004,Lines_Review
Numbers,0.8428740479925432,1.79,6,42.8390052362147,Numbers_Review
Shapes,0.363517420943201,1.37,4,58.22383269504058,Shapes_Review
Shapes,0.3639445510153011,1.4,3,49.64272095169197,Shapes_Review
Words,0.5123973892821492,1.22,0,29.798523633122745,Words_Review
Shapes,0.4074092795280366,1.26,3,37.891009596460066,Shapes_Review
Letters,0.5469085009111271,1.44,2,23.84522436889045,Letters_Review
Lines,0.7067165879709322,1.81,6,19.211241961901308,Lines_Review
Numbers,0.8578567050653019,1.52,4,32.016170918417444,Numbers
MathBasics,0.882674276531064,1.08,0,50.180176772076756,ReadSimple
Lines,0.5840774659070678,1.75,6,16.121694917947053,Lines_Review
Shapes,0.4128493288011338,1.63,5,58.989122892726094,Shapes_Review
Letters,0.7670654784190197,1.35,2,36.36998110613382,Numbers
Shapes,0.4426320044249033,1.47,5,46.574824517018115,Shapes_Review
Words,0.5016130512726543,1.65,5,37.03968774927722,Words_Review
Numbers,0.9718845853238862,1.16,1,51.08184488552358,Words
Words,0.47293894720125534,1.52,5,51.41246262186092,Words_Review
Shapes,0.4661511597347969,1.24,3,51.29891063540409,Shapes_Review
Words,0.585680734936453,1.16,1,27.39707057910833,Words
Shapes,0.7173686447946752,1.62,6,41.04642837392156,Shapes_Review
Words,0.8482131990825776,1.62,5,58.95524690075773,Words_Review
Numbers,0.8027204199120457,1.24,1,26.25520077158495,Words
Numbers,0.7635352480331016,1.48,5,52.786862945289315,Numbers_Review
Letters,0.772022389986685,1.03,0,20.776493439566593,Numbers
Words,0.3225687611024498,1.57,4,30.415317137972554,Words_Review
Numbers,0.8924190479388754,1.52,6,50.36980151699757,Numbers_Review
Shapes,0.7425226123399482,1.6,5,43.5366155952917,Shapes_Review
Letters,0.5650363834500145,1.7,5,33.01791356009632,Letters_Review
MathBasics,0.5586723732998785,1.57,5,50.11771645796321,MathBasics_Review
Lines,0.3285767791165556,1.94,7,11.358750804542208,Lines_Review
MathBasics,0.8836723402234021,1.39,2,58.63881614460429,ReadSimple
Letters,0.8473366082521783,1.42,3,59.08993466303138,Letters
Lines,0.5072307448625706,1.72,6,36.63379433807775,Lines_Review
Numbers,0.3765546654801172,1.42,5,16.012361325583782,Numbers_Review
Lines,0.46448780321601046,1.7,7,38.35853899596928,Lines_Review
MathBasics,0.706883089322476,1.36,2,21.317574717074297,MathBasics
Lines,0.3327371284652803,1.51,3,53.86197285811002,Lines_Review
Words,0.7033906676730213,1.12,0,59.45141791750869,Words
Words,0.8699434848153085,1.8,7,11.733513336324165,Words_Review
MathBasics,0.8818733438095268,1.59,6,42.94125350700352,MathBasics_Review
Words,0.7073053855605032,1.08,0,46.87828745464134,Words
Lines,0.7550561787978933,1.23,0,13.234344675756578,Shapes
Words,0.772226310168882,1.75,7,25.847329389555966,Words_Review
Lines,0.5317546758570957,1.41,3,32.16900071895938,Lines_Review
Letters,0.602767356353656,1.0,0,45.13168865427582,Letters
Numbers,0.3708728659096764,1.74,5,49.33751675772184,Numbers_Review
Numbers,0.9463611157586183,1.34,1,33.64485664054524,Words
MathBasics,0.3482339069709659,1.0,0,10.1460516310681,MathBasics_Review
MathBasics,0.3310411469416209,1.76,7,21.942833020096383,MathBasics_Review
Lines,0.5253159648300745,1.06,0,41.12598478648726,Lines_Review
Words,0.6225161258932571,1.0,0,35.828631422298955,Words
MathBasics,0.3336578603756933,1.64,7,11.836068125041058,MathBasics_Review
Shapes,0.6147393294107784,1.48,4,38.60243216846504,Shapes
Letters,0.330183685076181,1.0,0,29.850752061859584,Letters_Review
Lines,0.8563805347488083,1.48,4,27.261157140084606,Lines
Lines,0.32017439168402306,1.95,7,45.11293830158321,Lines_Review
Words,0.9320101522417175,1.45,4,29.72880377988232,Words
Numbers,0.8999358181444963,1.51,4,45.70163222334282,Numbers
Lines,0.8601774612704802,1.75,6,57.70165637925203,Lines_Review
Lines,0.7327529317247168,1.79,6,45.87860623657972,Lines_Review
Lines,0.7105809080055836,1.23,1,22.83471141550229,Lines
Lines,0.6102408260897685,1.21,1,14.614239603662861,Lines
Numbers,0.9122184622905045,1.32,3,14.009000704095172,Numbers
Shapes,0.7546293997715815,1.21,0,42.322504506230345,Letters
Words,0.3068892051388655,1.04,1,16.943566319825848,Words_Review
Numbers,0.4168569673024243,1.72,5,16.027920820184512,Numbers_Review
MathBasics,0.8637320581309338,1.4,5,17.106856189672882,MathBasics_Review
MathBasics,0.6620950356172597,1.3,2,34.300024689880146,MathBasics
Shapes,0.9188915530118513,1.52,5,37.93211982252127,Shapes_Review
Lines,0.3458214972541553,1.45,4,44.62464133346126,Lines_Review
Letters,0.3527779584173798,1.18,0,25.315674938910632,Letters_Review
Numbers,0.4538697935856776,1.9,7,51.12111868341392,Numbers_Review
Lines,0.5930699499490414,1.6,7,54.482601650878316,Lines_Review
Letters,0.7087304334241584,1.38,3,29.648711267264563,Letters
Shapes,0.41346493715515187,1.32,4,42.287025504780615,Shapes_Review
Lines,0.535196673301743,1.38,3,26.988441357555896,Lines_Review
Shapes,0.7330935758692254,1.38,2,29.293725144755797,Shapes
Letters,0.5116278966431076,1.59,5,52.35697448468925,Letters_Review
Numbers,0.6945506327738199,1.64,5,32.70008105980574,Numbers_Review
Words,0.9609771744176818,1.58,5,11.376835993473275,Words_Review
Letters,0.3923365520034772,1.01,1,11.94980062874558,Letters_Review
Letters,0.40881695679497193,1.05,1,25.660313053508702,Letters_Review
Words,0.496686444941405,1.43,4,51.77401181911638,Words_Review
Numbers,0.5134973678165999,1.85,6,32.20638565828758,Numbers_Review
Lines,0.9691289509831156,1.35,4,40.3438670788465,Lines
Lines,0.5621480952211071,1.94,7,48.6769445767282,Lines_Review
Lines,0.6765238100434476,1.09,1,18.416847795956514,Lines
Letters,0.542206240039964,1.07,1,22.96674486585472,Letters_Review
Lines,0.6450635289614246,1.84,6,23.512384606539165,Lines_Review
Numbers,0.536148386540745,1.55,3,39.149221308230125,Numbers_Review
Words,0.7258393385663233,1.37,2,20.3654501593779,Words
Letters,0.8986140382612704,1.88,7,26.29115587822249,Letters_Review
Letters,0.4368922333192546,1.6,4,17.399207368291737,Letters_Review
Words,0.6692567170912109,1.31,2,16.618618951748623,Words
Shapes,0.7910574001100159,1.31,4,32.92332122846289,Shapes
MathBasics,0.8375466601069217,1.44,3,12.887052593458689,MathBasics
Lines,0.8964215950923684,1.53,3,58.48038634240477,Lines
Shapes,0.9670714171506258,1.37,3,47.73106107992959,Shapes
Shapes,0.6341643607194185,1.37,2,20.161154554304364,Shapes
Letters,0.6476673142965108,1.15,0,28.113404354929557,Letters
Words,0.9669027536367318,1.21,1,32.17279181909521,MathBasics
Numbers,0.8484807527818683,1.14,2,20.02372577642014,Words
Numbers,0.30215413703487715,1.21,0,52.34844271035303,Numbers_Review
Letters,0.5120913744029107,1.28,2,32.41595276847111,Letters_Review
MathBasics,0.45010693214789155,1.67,6,10.955804721488201,MathBasics_Review
Words,0.32077363082349836,1.15,2,44.6266215768554,Words_Review
MathBasics,0.7382397884423029,1.3,3,50.22186038397525,MathBasics
MathBasics,0.9510646529459053,1.57,6,59.52730163850667,MathBasics_Review
Shapes,0.8633591236253995,1.52,6,10.115877395240693,Shapes_Review
Numbers,0.8672183259604596,1.0,0,13.451477044392481,Words
Words,0.858910112439152,1.2,0,48.30579663977931,MathBasics
Shapes,0.37099480822869535,1.53,6,34.38139048336055,Shapes_Review
Numbers,0.5768324126054267,1.59,5,25.30686704397966,Numbers_Review
MathBasics,0.849599942806271,1.3,4,44.88781380367148,MathBasics
Letters,0.6553520875489867,1.64,7,44.08743220450806,Letters_Review
Shapes,0.840270570253709,1.65,7,33.91299420976117,Shapes_Review
Shapes,0.5739538321901931,1.8,6,20.55562355830681,Shapes_Review
Letters,0.8463682654418816,1.49,5,17.61647947322677,Letters_Review
MathBasics,0.5186170768485597,1.49,4,52.111537317197396,MathBasics_Review
MathBasics,0.9657071583188699,1.45,4,20.731403662940142,MathBasics
Lines,0.38358606135646356,1.2,0,45.98957266773431,Lines_Review
Shapes,0.698388056148393,1.82,7,37.73286740175478,Shapes_Review
Shapes,0.4645135426145601,1.31,3,21.73267208879247,Shapes_Review
MathBasics,0.6830364730485939,1.47,3,17.143798066970586,MathBasics
Shapes,0.5729830290209716,1.55,6,24.213704646375835,Shapes_Review
Shapes,0.7907706558476819,1.01,0,47.43226170631,Letters
Lines,0.6475678146813162,1.21,1,45.75193594253419,Lines
Lines,0.34262894270286876,1.12,1,33.34839999818054,Lines_Review
Numbers,0.8038147581834085,1.59,4,56.54436860304042,Numbers
Letters,0.4838674347414773,1.3,2,53.327399087454346,Letters_Review
Shapes,0.9064730584712997,1.43,4,31.119226109215294,Shapes
Numbers,0.7590952415817742,1.07,0,44.350963325162134,Words
Lines,0.9325162564981286,1.0,0,45.19285458171656,Shapes
Words,0.7848713144313366,1.4,4,19.140361832845024,Words
Letters,0.9465254412573099,1.59,6,57.19911526816048,Letters_Review
Numbers,0.8316402270745562,1.24,3,59.97331241078153,Numbers
MathBasics,0.9506238745293145,1.37,3,53.29100826111776,MathBasics
Shapes,0.7314084187948768,1.12,2,28.49066279935883,Shapes
Lines,0.4264956400038526,1.6,4,51.10899434082116,Lines_Review
Lines,0.7470003678756874,1.33,2,46.52481804793951,Lines
Numbers,0.76091297621083,1.44,4,11.796933746077666,Numbers
Numbers,0.8022462715299847,1.22,3,58.72959056676648,Numbers
Numbers,0.78498068063218,1.43,5,38.95876276873611,Numbers_Review
Letters,0.550094471674184,1.17,0,51.165471491035895,Letters
Words,0.4819630201750206,1.38,4,44.40222219180069,Words_Review
MathBasics,0.529394971802983,1.73,5,45.469148354369544,MathBasics_Review
Letters,0.6351479174242637,1.82,6,26.512138966820267,Letters_Review
Numbers,0.30674819836692824,1.11,2,53.88235098253907,Numbers_Review
Shapes,0.760728741872088,1.29,3,32.74594447537935,Shapes
Lines,0.6544813124048144,1.2,1,52.85647799281411,Lines
Shapes,0.8237075839948251,1.46,5,28.386682540255496,Shapes_Review
Words,0.532426519734684,1.62,6,35.898026385628945,Words_Review
MathBasics,0.6880417442390356,1.83,7,24.990026378261796,MathBasics_Review
Numbers,0.8760013623490517,1.19,0,37.34816256856941,Words
Lines,0.49797808849392167,1.41,4,29.90026464772514,Lines_Review
Letters,0.7828920936226846,1.47,4,22.330181748901232,Letters
Numbers,0.6221906833106037,1.35,1,39.11043798841156,Numbers
Words,0.6609014015950483,1.54,3,37.22411664001315,Words
Numbers,0.8283110470225132,1.0,0,21.26906340033829,Words
Shapes,0.9093310760203097,1.1,0,49.06609278736525,Letters
Letters,0.9675242602196645,1.74,7,41.79773535818643,Letters_Review
Numbers,0.7371168620641184,1.22,0,27.259610424710527,Numbers
MathBasics,0.6195920223473969,1.74,6,13.03144630332341,MathBasics_Review
Shapes,0.40016607010969985,1.38,4,34.86562230844862,Shapes_Review
MathBasics,0.5826366869464159,1.48,5,36.482986197280994,MathBasics_Review
Words,0.9453684134940938,1.5,5,13.811960898678224,Words_Review
MathBasics,0.8173809542698569,1.55,5,37.328857101614744,MathBasics_Review
MathBasics,0.6813946350865799,1.47,5,32.27708193709454,MathBasics_Review
Letters,0.7585573057359588,1.18,0,59.05962645820579,Numbers
Letters,0.5664636415581736,1.27,3,58.031348775659986,Letters
Letters,0.6388004803395055,1.94,7,45.586140287302435,Letters_Review
Lines,0.4489998860395581,1.51,4,31.849794283281042,Lines_Review
MathBasics,0.7231934199397273,1.29,1,10.709502469788358,MathBasics
Words,0.9173711797701412,1.14,1,44.91555786137864,MathBasics
Shapes,0.9575958233697037,1.77,7,18.083571811848095,Shapes_Review
Numbers,0.4681914147569767,1.17,0,32.91173251964169,Numbers_Review
Numbers,0.6842580124678742,1.61,5,52.7603492509185,Numbers_Review
Words,0.30614615897391867,1.49,4,28.849277096314005,Words_Review
Letters,0.3313185792491703,1.3,1,26.08349948297743,Letters_Review
Letters,0.4725983331465525,1.27,2,11.458488182263224,Letters_Review
Words,0.3003010913773014,1.34,3,24.444246945458282,Words_Review
Letters,0.9492959552661582,1.17,0,12.245564949780793,Numbers
Lines,0.7321016790484753,1.52,3,47.71324866735114,Lines
Lines,0.6021684374842298,1.28,1,27.85605796502514,Lines
Numbers,0.5626997576919968,1.53,4,27.92892307624366,Numbers
Shapes,0.9135207543543218,1.04,1,55.91195433377185,Letters
Shapes,0.871074990258961,1.0,0,11.946498166283373,Letters
Lines,0.4007609911963629,1.93,7,24.123937198851333,Lines_Review
Words,0.7890287299223069,1.78,7,39.00444173347273,Words_Review
Shapes,0.8709685658819772,1.61,4,27.65251958001512,Shapes_Review
Shapes,0.9069395946908025,1.59,4,48.15541818006542,Shapes
Numbers,0.6383270994593495,1.29,3,20.223044302735588,Numbers
Letters,0.7037856869505386,1.42,5,20.35379046054276,Letters_Review
Numbers,0.5007644256929566,1.24,2,35.346021898091735,Numbers_Review
Letters,0.8683616309791509,1.57,4,46.337461208409835,Letters
Shapes,0.8608557422688949,1.19,1,53.79415417585285,Letters
Numbers,0.5891551660976317,1.49,4,29.591198164175,Numbers
Lines,0.300007911633649,1.03,0,13.06654778216413,Lines_Review
Lines,0.9616931508211863,1.5,6,20.178918877318022,Lines_Review
Numbers,0.4566833302397979,1.17,2,12.595047179365451,Numbers_Review
Numbers,0.4525195686338306,1.65,6,42.03177964012933,Numbers_Review
Words,0.5873878539692542,1.29,1,54.802039982860954,Words
Letters,0.4845782327912561,1.22,0,28.54705040788826,Letters_Review
MathBasics,0.5759107946582415,1.74,7,47.712412984104034,MathBasics_Review
Words,0.4017289856783277,1.79,7,13.922790815856198,Words_Review
Shapes,0.31405653084649504,1.2,1,49.031585871277855,Shapes_Review
Letters,0.7273351522449192,1.61,5,23.26630687777335,Letters_Review
Numbers,0.729868459446791,1.14,2,47.95026412609655,Numbers
Lines,0.7817729942951022,1.43,2,28.464038510777055,Lines
Shapes,0.7741023796985529,1.88,7,14.911749609454024,Shapes_Review
Shapes,0.795707121925955,1.41,5,27.23020422237798,Shapes_Review
Lines,0.4327636100104145,1.53,4,20.669667398784476,Lines_Review
Words,0.8824453121485902,1.73,6,48.23595707381396,Words_Review
Words,0.9440216536337929,1.07,0,25.599201016320926,MathBasics
Numbers,0.8346198435375194,1.61,7,55.328610533608135,Numbers_Review
Letters,0.8705181828482473,1.82,7,49.87736802685997,Letters_Review
Shapes,0.5976097031407783,1.38,3,37.9490317049887,Shapes
MathBasics,0.6715726149329362,1.05,0,37.03672835665521,MathBasics
Words,0.788548684179334,1.74,5,15.92461793842003,Words_Review
MathBasics,0.6758408114886107,1.51,3,21.33636911649816,MathBasics
Lines,0.4069457815622064,1.31,3,41.25145930426029,Lines_Review
MathBasics,0.7574380360620505,1.41,4,13.544578794564268,MathBasics
Letters,0.8784625772112953,1.5,6,55.304353024063026,Letters_Review
Numbers,0.4271018196137539,1.31,3,24.381636452183912,Numbers_Review
Letters,0.5799257131105576,1.66,5,26.70249828343846,Letters_Review
MathBasics,0.711743241298796,1.7,7,49.187992124205365,MathBasics_Review
Lines,0.766101840590893,1.37,4,13.60555464647176,Lines
Numbers,0.9677936851708544,1.42,3,43.57395743336035,Numbers
MathBasics,0.831077207658194,1.64,7,47.54698991816591,MathBasics_Review
Words,0.5211726560286953,1.84,6,31.6009463797253,Words_Review
Shapes,0.6060792380028714,1.34,1,18.968234100610523,Shapes
Words,0.9656911047879506,1.15,0,46.89424924173031,MathBasics
Lines,0.4390195902856918,1.0,0,29.88061892764353,Lines_Review
Shapes,0.6514171586071476,1.2,2,23.426687803380368,Shapes
Shapes,0.7690496174887224,1.03,1,40.18186002796875,Letters
Words,0.9293551013392789,1.23,3,24.86453951536668,Words
Numbers,0.6114551039344158,1.19,2,42.42524100593441,Numbers
Shapes,0.7785787714735452,1.64,5,22.544652284555124,Shapes_Review
Lines,0.7569981063515323,1.49,5,25.64536971068241,Lines_Review
Numbers,0.3013725920687991,1.24,3,57.33668644616978,Numbers_Review
Shapes,0.7163355425180543,1.41,2,46.82676141673963,Shapes
Letters,0.825164690312433,1.44,3,45.056979720873684,Letters
Numbers,0.7266908688133099,1.39,4,39.14630284021315,Numbers
Numbers,0.9389630276795855,1.29,1,29.951765882121737,Words
Shapes,0.802797596285292,1.44,5,58.85034772194717,Shapes_Review
Shapes,0.8051209829362951,1.26,1,14.63127415256836,Letters
Lines,0.5951342614419559,1.68,6,50.86261556834106,Lines_Review
Letters,0.30615682987465226,1.79,7,21.458597560708107,Letters_Review
Lines,0.46457501438699644,1.43,3,20.201233286928932,Lines_Review
Words,0.8966796317250476,1.61,7,55.57606466626582,Words_Review
Lines,0.44579640843535184,1.62,4,13.857258426979094,Lines_Review
Letters,0.6120795512858378,1.31,2,20.76721906912763,Letters
Shapes,0.5530962664411491,1.78,6,51.92459169215124,Shapes_Review
Letters,0.6355806746649976,1.57,6,37.21269830568488,Letters_Review
Shapes,0.6492555116501406,1.68,6,46.89586966770127,Shapes_Review
Letters,0.8241049210157751,1.1,0,56.038330423167864,Numbers
Lines,0.5268526165397494,1.51,3,28.422445995828944,Lines_Review
Lines,0.32380538206862786,1.32,2,32.717271153382754,Lines_Review
Letters,0.7338088986256224,1.55,5,31.380066685166867,Letters_Review
Numbers,0.3981835898508937,1.79,6,13.200317330431046,Numbers_Review
MathBasics,0.833866445585081,1.11,1,11.095666438750447,ReadSimple
Words,0.6192773685898265,1.64,7,56.35553144292137,Words_Review
Letters,0.578576316295675,1.32,1,30.4388630614566,Letters
Words,0.40911457770443393,1.63,4,49.326119119542355,Words_Review
Shapes,0.8995496160535854,1.46,4,51.324404509788124,Shapes
Numbers,0.4966474634812459,1.36,3,56.22805276884024,Numbers_Review
Shapes,0.6641765941181773,1.33,4,47.126541642021074,Shapes
Lines,0.863119443724313,1.73,5,55.68942219366296,Lines_Review
Numbers,0.7299072864726852,1.23,0,35.28170767109794,Numbers
Lines,0.5166540946792528,1.49,4,29.63653716357081,Lines_Review
Letters,0.53724525102844,1.14,0,52.940838558407734,Letters_Review
Lines,0.5344513656493999,1.75,7,47.41779268328699,Lines_Review
MathBasics,0.5012411644238864,1.56,6,43.68227087374539,MathBasics_Review
MathBasics,0.5616664597103502,1.66,7,15.877565007510999,MathBasics_Review
Words,0.7887429401404005,1.5,5,49.47160970975956,Words_Review
MathBasics,0.356816949507269,1.16,0,30.710046278591516,MathBasics_Review
Letters,0.4642450523571436,1.2,1,41.73196282436902,Letters_Review
Shapes,0.6530727081305394,1.26,3,25.55012473663401,Shapes
MathBasics,0.48196854322596105,1.74,5,20.977696161490098,MathBasics_Review
Letters,0.6786773413570252,1.81,6,47.69325369184625,Letters_Review
Letters,0.7735722687845529,1.57,6,47.679731537287644,Letters_Review
Shapes,0.5801315046231893,1.41,5,38.77046936430742,Shapes_Review
Words,0.7737065444278252,1.42,4,15.86019528401167,Words
Shapes,0.6483536349255699,1.61,4,29.5929686594013,Shapes_Review
Shapes,0.6453074434919698,1.51,4,48.824465132550905,Shapes
Letters,0.3469512162939278,1.61,4,30.405952841296155,Letters_Review
Letters,0.7682695079293553,1.46,3,54.07817274703785,Letters
Lines,0.6642464875563534,1.21,0,33.25276241503222,Lines
Lines,0.6298643687860872,1.29,2,24.275439005925577,Lines
Words,0.4247406935543354,1.17,1,30.22843282020087,Words_Review
Letters,0.35147581457065546,1.41,5,42.388711647517106,Letters_Review
Shapes,0.34554205617718464,1.46,5,33.96300449572688,Shapes_Review
Numbers,0.876590960959077,1.23,3,42.41590037260478,Numbers
Shapes,0.6490903829529425,1.75,5,31.67361163778172,Shapes_Review
Letters,0.329129537480997,1.22,2,21.005566295237657,Letters_Review
Letters,0.7805112991579655,1.45,3,33.21192598696125,Letters
Shapes,0.537962558880155,1.68,7,10.418184093842855,Shapes_Review
MathBasics,0.8727813432299552,1.18,0,10.265673783417297,ReadSimple
Words,0.370501434899308,1.87,7,13.323166288813606,Words_Review
Shapes,0.6726620025316832,1.88,7,47.58734961979202,Shapes_Review
Shapes,0.8157812790231456,1.32,2,43.557873668984435,Letters
Words,0.5629017173910071,1.51,3,19.74875999501446,Words
Words,0.4079016341089857,1.81,7,47.93576605819604,Words_Review
Shapes,0.9046069882792067,1.57,4,37.08232091083799,Shapes
Numbers,0.6222664296789497,1.44,4,45.63888381084155,Numbers
Letters,0.4260534897761078,1.45,4,20.745631851819795,Letters_Review
Numbers,0.792554196304087,1.13,2,19.396019040766152,Words
Shapes,0.3908823953591522,1.33,2,51.09154732926796,Shapes_Review
Lines,0.4849233068045451,1.62,5,36.66256996395512,Lines_Review
Letters,0.7327345114426945,1.19,0,36.43622095492179,Letters
Words,0.7723558520477348,1.59,4,42.73545376781495,Words
Shapes,0.7501388824598305,1.66,6,51.08239664808856,Shapes_Review
MathBasics,0.8349616716809702,1.13,1,44.94744142436928,ReadSimple
Numbers,0.4477170027880473,1.31,4,22.978822463752458,Numbers_Review
Words,0.9041555947475861,1.51,6,37.8668584786504,Words_Review
Shapes,0.8329652245317294,1.21,0,54.89595934788329,Letters
Words,0.5967653271361233,1.6,4,51.2707832061974,Words
Letters,0.8526452615272822,1.33,4,13.362795698368393,Letters
Numbers,0.9141037349560459,1.58,4,47.40919560244232,Numbers
Shapes,0.3038886353253367,1.11,2,22.074824262843393,Shapes_Review
Words,0.516311023894361,1.23,2,11.121294458102756,Words_Review
Letters,0.5760880251601552,1.63,5,25.638899460517703,Letters_Review
Letters,0.31070518083706034,1.72,6,48.21766932182137,Letters_Review
Numbers,0.3264778513476126,1.5,6,35.58178589475386,Numbers_Review
Letters,0.7247375527178814,1.44,4,30.116747761866637,Letters
Numbers,0.9736618268047206,1.74,6,46.65018098141767,Numbers_Review
Words,0.5646767207504162,1.5,3,38.474224208612696,Words
Letters,0.9318148736105145,1.72,6,40.92635293590928,Letters_Review
Words,0.9770291544592407,1.5,3,34.70738353189414,Words
Shapes,0.7862681096729159,1.23,0,35.2001881798163,Letters
Words,0.7588546854738392,1.54,6,53.1820710648308,Words_Review
